-1,-3,-5,13,-6,-2,-1,2
2,8,5,-7,-2,-1,-1,8
-7,31,27,1,-3,-3,-2,-2
6,-11,5,2,1,-1,-2,-2
-8,2,-42,-10,-3,-2,-3,1
-10,2,3,-1,-4,-2,-2,0
12,-22,-8,7,-3,0,2,-1
0,5,14,-14,3,0,-1,5
0,-9,7,-1,-4,-1,-1,-3
-5,-7,-23,17,-3,-4,-1,0
10,-7,30,2,12,3,1,0
-1,20,-21,-14,-4,-3,0,6
-12,-19,-16,10,3,-1,1,-2
4,-10,7,-10,-1,0,-5,-7
0,9,6,4,-6,-2,0,5
3,-1,1,8,0,1,-1,-6
6,-31,10,-4,4,2,2,0
1,20,-27,0,-4,-7,-1,15
-2,-40,-25,-13,-5,-2,-7,-35
-4,18,12,1,1,2,2,-1
-6,29,-7,5,5,5,-2,-2
0,-35,-12,-2,-1,0,-1,0
6,3,9,-4,-2,-1,-1,7
0,18,-5,6,-2,0,-2,-2
-3,0,5,-2,-2,-4,-2,-6
2,10,9,0,4,1,1,2
-3,10,-24,-11,-2,-3,0,8
-10,-2,-6,8,-1,-1,1,1
4,-1,27,-5,-2,-3,-3,-1
-3,7,5,-8,0,0,-1,-8
-6,-1,4,11,-4,-2,1,3
0,2,-2,1,-1,0,-2,-1
4,-9,-1,-13,-2,-2,4,5
-1,-10,-39,-8,-6,-3,3,13
-8,10,25,12,4,2,-8,-26
7,-12,-2,3,0,0,3,13
-5,17,20,-2,-2,3,-4,-29
0,31,2,8,1,-1,-1,-2
1,-13,-12,-10,-2,-2,1,13
5,7,-5,-4,-1,-1,-1,-4
-6,-27,14,-1,-5,-3,-3,-1
2,7,-37,-4,2,1,0,3
-2,11,10,9,3,0,0,1
-4,-10,10,0,-2,-1,-4,-2
6,3,-24,5,0,-1,-2,9
-1,26,36,-5,-1,0,0,-2
5,-15,-26,-4,-2,-2,0,6
-8,-11,-38,-10,-3,-4,0,-6
7,10,-8,2,0,-1,0,9
4,-16,33,7,0,2,-3,-3
-26,-41,-9,5,4,0,4,2
5,15,27,-6,-2,-2,-1,-4
-3,-8,-33,-3,4,1,-2,-4
0,-11,-10,2,-6,-1,-1,-8
15,21,9,5,-5,0,4,16
0,-19,-24,-7,7,-1,-2,-3
-8,-28,22,2,-2,0,-2,1
3,8,5,-4,0,-1,-1,-1
-6,17,6,5,-2,-3,-4,2
10,6,-28,-5,-5,0,1,0
0,34,8,-5,0,1,2,4
-3,-15,-21,0,2,1,2,7
3,-7,23,-1,-2,-2,-4,4
-1,25,5,9,-3,0,5,0
5,-17,14,-3,0,1,-3,-7
-20,-10,-21,-3,-1,0,3,9
15,8,-20,-11,-4,-2,1,-4
2,-10,13,2,-2,-2,-3,0
3,5,22,2,-1,1,2,7
0,-15,-12,3,1,-1,-4,-11
-10,-15,-19,-17,-3,-1,-1,-6
-4,8,31,15,0,-2,-4,-4
-6,39,-13,-5,-5,-1,2,9
4,35,25,6,3,1,-2,-1
-3,6,-45,-5,-1,-1,-2,-6
2,-20,5,-1,5,2,1,9
0,-5,12,-3,-2,-3,-2,-6
2,-9,10,1,-1,5,0,0
1,10,-3,-1,-2,-8,0,-7
3,5,4,9,-1,1,1,1
-8,-1,13,-2,-2,0,-3,-1
1,-35,-7,-12,-2,-4,-5,-14
-29,13,8,1,3,4,4,6
6,-11,-7,16,-6,-3,-7,-18
11,-24,4,-13,8,0,5,1
-17,14,20,7,-6,-3,1,10
-4,-10,-5,2,7,3,-1,0
0,-14,-13,-21,-8,-5,-2,-2
0,15,-47,15,-2,0,-1,-2
1,-20,12,11,2,-3,-1,-4
10,25,33,-5,-4,-1,-1,1
-13,-15,-11,-5,0,0,0,-3
8,10,-8,-5,-2,0,-4,-1
-2,-2,-6,-14,-4,-2,-2,-2
0,-6,-19,0,-5,-3,-3,-2
1,-9,11,1,5,1,-2,1
-5,15,-4,10,3,0,0,2
-7,-14,15,-11,-1,-2,1,-2
9,-6,-10,0,-2,0,1,-3
-11,1,11,-1,-4,-5,-2,7
-5,-18,6,7,1,-1,1,-20
5,19,7,3,10,5,0,1
9,-27,-1,-1,-2,-1,4,8
-2,-2,-41,-16,-4,-3,-8,-22
-1,20,33,24,-7,0,3,3
2,3,19,-9,1,-3,-3,-4
6,16,-12,-6,-4,0,-1,2
-4,-30,-4,4,-1,-1,3,1
-1,16,7,-4,1,1,-1,-1
2,3,-26,6,-2,-3,-1,-4
-7,-19,10,0,-1,-1,0,1
4,15,31,4,-1,0,-1,4
-3,24,-15,-3,2,-2,-3,-2
3,-15,-27,-17,-5,-3,0,6
11,7,23,11,-2,1,-3,-1
-9,-14,-43,-5,-3,-4,-1,-1
-2,-9,39,-8,-2,-2,0,7
4,8,-5,3,0,1,0,-3
4,6,6,-4,5,-2,-3,-6
12,5,-4,6,5,5,4,20
-15,-18,9,-7,-3,-2,-9,-31
3,2,-35,4,-2,-2,3,8
-3,0,18,-6,-6,0,-2,6
0,-10,10,0,1,1,1,5
-8,-2,-17,-4,1,-2,0,6
3,-10,6,7,0,1,0,-3
-14,-14,-5,0,1,-3,-4,-13
5,3,17,8,0,-2,2,-3
9,-9,-33,-11,-2,2,1,8
-1,40,-3,-14,-2,-1,-5,-8
-10,-12,7,6,5,0,2,1
2,10,-13,-5,-5,-1,-2,-8
-1,-10,-2,6,-5,-3,1,7
2,-1,21,13,13,4,2,-1
4,5,1,-7,-4,-3,1,1
-1,6,13,5,1,-4,1,5
-1,18,-8,-6,2,1,-1,10
0,-21,-3,-3,-5,-2,-1,-22
-1,11,-17,-3,-1,0,1,5
1,-2,2,-5,-4,2,-1,-2
-1,-19,-3,0,1,2,3,7
3,6,5,-1,-4,-9,-3,13
-4,-15,-8,3,2,4,2,-11
-5,11,-15,-2,2,-11,-21,2
1,-12,39,-1,-1,6,7,-4
-5,21,-16,2,-1,-2,2,-3
4,-7,-21,4,0,0,-3,1
-8,-6,22,-6,-3,3,8,2
-11,-6,-30,-1,1,-2,-5,-2
7,-22,15,-2,0,2,-6,-2
4,-2,19,-6,-4,-4,-1,5
-5,-5,7,-4,1,3,2,-5
14,4,16,3,-3,-2,-1,10
-22,17,-4,1,-2,-2,1,-15
7,13,-11,-3,-1,3,0,5
-3,-2,15,4,4,-4,-1,-5
2,-12,-12,-1,-1,2,10,5
3,3,0,0,-1,-2,-20,6
1,17,10,-1,-5,-5,10,-7
-4,-14,-11,-8,-5,7,0,-3
-8,2,4,1,1,-1,-5,-6
8,6,-2,2,-1,-1,7,21
-9,-10,7,0,-1,4,2,-36
11,12,-5,0,0,2,2,16
-7,4,-8,-1,1,0,-1,-11
-4,0,11,-2,-3,-3,0,3
-14,10,-3,0,0,0,-3,7
11,-15,-1,-2,-2,0,3,1
11,-11,0,-1,0,-1,-7,-5
-25,-7,8,1,-3,1,2,-6
1,-5,-25,3,-2,-3,-3,7
2,1,10,-1,0,2,2,-7
1,-6,0,-1,5,-1,-5,2
-3,7,-20,-10,-7,-4,0,-3
0,-29,-7,-5,-3,-1,-1,6
-5,11,6,8,3,-1,-1,-1
3,-22,27,4,-3,-3,-1,-2
4,34,23,8,3,3,5,1
-7,-40,-9,-13,2,-1,-2,7
-5,44,-22,-7,-2,-3,-7,-29
2,2,20,2,-3,-5,-2,2
3,-37,-62,-13,-3,2,3,7
1,44,53,13,-5,-2,-6,10
-12,-33,-1,1,2,-2,2,-7
3,9,-4,3,1,1,1,-2
2,-30,-12,2,2,3,8,-4
9,5,-12,-4,-1,-7,-10,5
1,-9,11,1,-3,-2,2,6
-8,8,-9,-5,-4,-2,-3,-12
-1,-42,-12,-2,-1,1,-1,3
-1,26,8,5,5,2,-1,-2
0,5,-1,-5,2,0,0,2
-2,-1,3,0,-3,-3,-3,-1
2,0,0,2,0,-1,1,5
0,5,-6,-6,-3,-1,-2,-1
-3,-32,3,3,3,1,-1,-3
-2,8,3,1,1,-2,-1,6
0,-1,6,2,-1,-2,-2,-13
-2,1,-5,-1,0,0,1,3
1,12,13,0,2,5,-1,-3
0,-6,18,-5,-5,-10,-1,2
1,-7,-6,6,-4,-2,0,2
2,5,-15,-4,1,0,-1,-3
-2,-3,-17,4,4,3,-1,-1
-1,-21,-15,-2,-2,3,-1,-7
4,14,6,-4,-5,-5,-1,1
3,-17,-5,0,-5,-1,-2,-1
5,8,25,-1,-3,-1,0,4
2,2,-26,4,5,4,2,-1
-2,-8,-20,-5,5,0,0,1
0,0,11,0,3,1,-1,1
-3,2,-22,-5,-6,-4,-2,1
0,-2,12,7,0,-1,1,-3
2,-3,-1,1,0,-3,-2,-2
4,2,6,-1,-1,-1,-1,-1
-11,9,5,-2,-1,4,1,-2
1,-8,-9,-4,-3,-10,-2,-1
1,10,-4,0,-4,-1,0,0
0,-11,0,-2,1,2,0,1
2,-11,-12,-1,3,2,-6,-1
-8,13,3,-1,-3,-1,-1,-2
1,3,-5,-1,-3,-2,0,-2
-4,7,16,5,2,2,1,2
1,2,26,-1,3,-3,0,0
-1,-9,-38,-1,1,0,0,-2
-1,15,59,-7,-7,-4,-1,0
-5,-6,-5,-2,-4,1,-3,-3
4,6,16,9,6,0,-1,0
-4,-33,-48,-9,-3,-2,-1,-1
0,-6,-26,0,-2,-1,1,0
0,3,13,-2,-2,-2,-2,0
0,-2,6,0,-2,-1,0,-2
3,16,14,3,1,0,0,-1
0,-8,-6,2,3,1,2,3
-1,-8,12,-4,-2,-3,-2,-2
-3,0,-50,0,-2,-1,-2,-1
0,4,0,-5,-5,1,0,-1
4,0,17,3,4,-1,-1,1
6,15,9,2,-2,-1,0,2
0,28,-9,-14,-2,-1,0,-2
-3,-11,8,2,-2,-2,0,3
1,-1,-6,0,-6,0,-2,-2
-8,-10,30,-3,2,1,0,5
2,-24,-16,1,-4,-2,-1,-9
2,10,-7,-4,1,0,-2,1
-3,1,1,6,0,-2,0,-4
-2,2,2,-3,0,-1,1,1
0,1,8,-3,-3,-2,1,7
-1,-14,4,0,-4,-2,-2,-3
-2,1,-6,1,3,1,-2,-9
-3,-20,-5,-1,4,2,2,6
-3,-2,0,-4,-2,1,-2,-2
5,11,10,5,0,0,1,0
-6,-3,-18,-7,-4,0,-1,3
-2,10,1,-3,-2,0,-1,-6
2,-14,4,10,3,-1,1,0
-4,19,4,0,1,0,-1,-5
1,-20,-1,1,-3,-1,-1,1
4,22,-24,-1,1,1,1,5
0,-36,0,0,1,1,0,-2
-6,-3,-11,-3,-4,-2,-1,-1
1,8,-2,1,-1,0,0,-3
2,10,-15,3,-3,0,0,2
2,14,13,2,2,0,0,0
3,-23,1,0,1,0,0,14
-1,3,-1,-2,-2,-1,-3,-2
2,8,-7,-1,0,-2,0,-6
-10,20,5,3,1,-1,0,2
4,-13,3,5,2,1,0,0
-5,-6,10,-11,-5,-4,0,-2
2,12,3,2,-3,-1,-4,-1
3,-4,1,-4,-1,3,2,4
2,8,26,4,7,1,-1,-5
-4,-6,0,2,4,0,0,3
-4,-24,-49,-7,1,0,-2,-7
0,0,2,3,-2,-2,-1,-1
3,6,15,-5,-5,-1,-2,-6
0,-34,-13,0,1,1,-2,4
0,9,9,-5,-6,-1,0,-3
4,-4,-53,-5,0,-2,-5,0
0,-10,-7,11,11,2,0,2
-4,32,18,-1,-4,-3,-1,-3
0,-15,1,3,-3,0,-2,-3
-3,-7,17,-8,-8,-3,0,1
0,-7,-9,-2,-1,-2,1,1
4,2,-13,0,3,1,2,1
-2,23,-8,0,-1,-1,-1,3
1,11,23,1,0,-1,-2,-3
-2,4,21,0,-5,0,1,4
2,-16,-21,-2,3,1,0,0
-8,23,12,2,1,-1,-1,-3
0,8,11,1,0,-1,0,0
-5,-11,-46,-10,-6,-3,-2,-3
0,3,36,3,-3,0,-1,-3
3,-6,-8,5,6,-1,0,0
-1,-15,-7,-3,0,-1,0,-3
2,17,8,3,-4,-4,-5,1
2,12,4,-5,-6,-2,3,7
-3,-4,8,-6,-7,-1,-4,-4
-12,35,3,7,10,3,1,-2
2,1,-1,-3,1,-1,0,-5
0,-5,-5,4,0,1,-2,0
-1,-9,8,-9,-7,-4,-1,0
5,6,-9,-2,-6,0,1,-1
-17,3,-22,-5,-2,0,0,-3
4,12,17,9,4,1,-2,-2
2,0,-15,2,1,0,2,2
0,-13,38,-10,-4,-3,-3,-6
1,8,8,2,1,1,2,7
-3,-17,-8,1,-3,-2,-3,4
-4,21,-25,-10,0,-3,-1,-7
6,-25,-14,-1,-3,-1,0,13
-13,2,7,0,3,-1,1,-32
3,-1,9,5,3,-1,-1,0
0,-14,14,3,3,3,-2,2
2,-31,-9,-1,-5,-1,-1,0
8,6,5,2,-1,-1,-1,6
-5,-4,-1,-8,0,-3,-2,-4
-2,-5,-8,3,0,-2,-1,-5
1,9,-9,3,3,1,3,-7
6,-7,4,-2,-5,-3,-6,11
-1,14,3,-6,-1,-1,-1,-9
-7,-53,-15,-4,-5,-2,-2,4
-4,26,14,2,5,-1,-2,-8
2,4,-2,6,1,0,1,4
-2,-15,-12,-4,-4,-1,-1,-2
8,11,17,5,3,3,0,-1
0,13,-27,-5,-5,-2,0,1
-1,-27,3,-4,1,1,1,0
2,52,-2,3,0,-1,-1,1
-1,-8,-7,-4,-1,-1,-1,-6
-2,-10,-18,3,-1,-2,-3,13
2,10,11,-1,-5,-1,0,9
-6,-10,-31,1,-1,2,0,-7
4,-8,18,3,3,1,3,16
-5,27,17,-10,-4,-4,-13,-39
1,-30,0,-1,-2,-2,0,8
-1,-2,-36,0,3,1,0,1
-3,-6,27,2,-3,-2,0,-6
4,8,-7,-2,0,0,1,13
2,2,20,-2,-7,-2,-1,-7
-6,-10,-7,-7,1,1,-3,-9
1,14,-6,-1,-1,-2,0,5
-1,-13,-17,-1,-4,0,0,2
0,0,16,0,0,0,0,-7
-2,23,47,-4,-4,-1,0,10
1,-13,-62,-4,1,1,-1,-3
-4,13,29,0,-1,1,2,-1
3,-4,-17,-1,1,-1,-2,-10
-5,-2,-27,-8,-6,-2,-1,20
0,3,26,2,1,-8,-3,-6
3,-14,-10,7,2,2,0,3
-3,-24,-4,-4,0,0,0,-2
0,4,17,-1,0,1,-2,5
-2,19,12,4,1,1,0,-3
2,-11,-17,0,0,0,2,8
-8,20,0,-3,2,1,0,0
3,-18,15,2,0,-1,-1,-1
6,-12,-12,-7,-6,1,-2,-1
-11,4,35,10,10,2,2,-8
3,-2,-17,0,-2,-2,-3,1
-3,-16,-34,-14,-5,-3,0,-6
1,26,13,3,1,-2,-3,-5
-4,1,8,-6,-9,-3,0,-2
0,10,13,1,-1,1,0,-1
1,-7,7,3,-1,-2,-3,-4
2,2,-15,3,0,2,0,0
-5,-10,-8,-3,-1,0,-1,1
-15,0,-1,-1,-4,1,0,0
5,10,-16,1,-1,1,-2,-5
-18,-32,20,4,6,2,0,-4
-1,10,12,0,-4,-2,-2,1
6,-6,-20,1,3,0,0,1
1,26,21,1,2,1,2,0
-2,-19,-14,-9,-6,-2,-1,-5
4,-14,-5,2,2,-1,-1,1
1,31,4,2,3,-2,-1,1
2,-12,12,3,3,0,3,-2
2,30,18,0,-2,0,3,0
-5,-27,-32,-6,-5,-2,-1,-2
3,9,17,6,1,1,0,3
0,-9,-32,3,3,-1,-1,-2
3,-2,22,3,1,0,-3,2
2,-7,0,-3,-6,-3,1,20
-8,-4,-15,-5,-3,1,-4,-21
0,14,11,3,2,1,-1,-9
0,-33,-7,-1,-3,-3,-4,16
5,33,-20,-1,3,1,0,2
1,-2,12,-9,-3,-2,-1,2
-6,-12,16,-4,-8,-3,0,-5
4,11,-11,7,8,5,-1,-7
1,-8,23,3,-1,-3,1,-4
1,-3,-1,3,-4,-3,1,3
-6,-12,-37,-14,-2,0,-3,-6
1,1,34,4,-4,0,1,1
1,8,11,5,2,2,0,-4
-3,9,-17,-1,-3,-2,3,-4
1,-8,16,3,0,-1,-5,5
-2,0,-23,0,-1,-1,1,-3
2,-2,-3,-9,-2,6,-1,-5
1,-6,-15,-4,-2,-9,3,9
-1,-5,3,3,0,1,1,0
-3,8,12,-3,-2,-4,-3,-3
-3,6,11,7,6,1,0,-4
0,-19,-5,0,1,1,-1,4
-1,-17,-1,-3,0,0,-2,-2
1,7,-18,-5,-2,-1,0,-1
0,-9,-22,-2,-6,-3,0,-3
1,4,26,2,2,2,-1,-3
0,15,35,-3,-2,-2,4,23
-6,-16,-2,-1,-2,3,-5,-40
4,-12,-14,-5,-3,-7,1,10
0,17,10,-1,-2,0,-1,-6
5,9,-7,5,1,1,0,8
2,7,-25,-3,1,-1,3,9
-3,-1,16,6,6,3,0,-3
5,-3,13,3,4,1,-1,-7
-9,-10,-7,-3,-4,-4,-6,-9
5,-17,-22,-5,-2,-1,0,10
-27,-1,-4,-7,-4,-4,-4,-13
7,1,-4,-4,-4,2,0,8
-3,-5,8,3,3,2,1,-8
3,4,6,2,1,-1,-2,3
-6,-2,-14,-3,-3,0,-2,-1
6,-13,-7,-3,-5,-1,-1,1
7,-24,-12,0,-1,0,-1,-5
-6,18,19,6,1,1,1,0
1,13,24,-6,-1,-3,0,3
-27,-9,-29,-3,-5,-1,-1,-4
12,12,14,0,0,0,-1,-2
-4,-2,-19,-12,1,-1,0,5
4,-9,25,11,2,0,1,-4
7,5,0,4,0,-2,-2,0
-3,13,6,-6,-2,3,-1,-1
-8,-30,-8,5,2,-1,-1,1
-8,1,-19,0,-4,-1,0,1
13,7,-1,-12,-1,-3,1,10
-9,-11,16,4,4,1,0,-30
0,40,10,-3,-3,-1,0,4
4,-41,-34,-2,-2,0,-2,-4
-1,-3,-5,13,-6,-2,-1,2
2,8,5,-7,-2,-1,-1,8
-7,31,27,1,-3,-3,-2,-2
6,-11,5,2,1,-1,-2,-2
-8,2,-42,-10,-3,-2,-3,1
